galaxy_id,snap_num,stellar_mass,total_mass,gas_mass,dm_mass,baryonic_mass,halo_mass,stellar_to_halo_ratio,gas_to_stellar_ratio,baryonic_to_halo_ratio,pos_x,pos_y,pos_z,distance_mpc,distance_modulus,vel_x,vel_y,vel_z,velocity_magnitude,rotation_velocity,log_rotation_velocity,max_circular_velocity,velocity_dispersion,sfr,specific_sfr,gas_metallicity,stellar_metallicity,half_mass_radius,surface_density,inclination,abs_mag_g,abs_mag_r,abs_mag_i,redshift,lookback_time,cosmic_time,FUV,NUV,u,g,r,i,z,Y,J,H,K,IRAC_3.6,IRAC_4.5,IRAC_5.8,IRAC_8.0,skirt_abs_mag_FUV,skirt_abs_mag_FUV_dusty,skirt_extinction_FUV,skirt_abs_mag_NUV,skirt_abs_mag_NUV_dusty,skirt_extinction_NUV,skirt_abs_mag_u,skirt_abs_mag_u_dusty,skirt_extinction_u,skirt_abs_mag_g,skirt_abs_mag_g_dusty,skirt_extinction_g,skirt_abs_mag_r,skirt_abs_mag_r_dusty,skirt_extinction_r,skirt_abs_mag_i,skirt_abs_mag_i_dusty,skirt_extinction_i,skirt_abs_mag_z,skirt_abs_mag_z_dusty,skirt_extinction_z,skirt_abs_mag_Y,skirt_abs_mag_Y_dusty,skirt_extinction_Y,skirt_abs_mag_J,skirt_abs_mag_J_dusty,skirt_extinction_J,skirt_abs_mag_H,skirt_abs_mag_H_dusty,skirt_extinction_H,skirt_abs_mag_K,skirt_abs_mag_K_dusty,skirt_extinction_K,skirt_abs_mag_IRAC_3.6,skirt_abs_mag_IRAC_3.6_dusty,skirt_extinction_IRAC_3.6,skirt_abs_mag_IRAC_4.5,skirt_abs_mag_IRAC_4.5_dusty,skirt_extinction_IRAC_4.5,skirt_abs_mag_IRAC_5.8,skirt_abs_mag_IRAC_5.8_dusty,skirt_extinction_IRAC_5.8,skirt_abs_mag_IRAC_8.0,skirt_abs_mag_IRAC_8.0_dusty,skirt_extinction_IRAC_8.0
15,99,33349867139.06111,114774431650.4281,10451727.192205492,81287274874.52022,33360318866.25332,137729317980.5137,0.2421406540601583,0.00031339636672686716,0.24221654006137766,0,0,0,0.0,-inf,0,0,0,0.0,191.67749999999998,2.2825711363556844,273.825,120.689,0.0,0.0,0.0381801,0.02,3.5776,829393584.417361,49.36277957272914,-20.803086047084314,-21.1591793478642,-21.61338007806558,0.0,0.0,13.8,-21.207616601330436,-21.207616601330436,-21.207616601330436,-19.91229638765127,-20.97229638765127,-20.97000605497771,-21.750006054977707,-21.750006054977707,-21.750006054977707,-21.750006054977707,-21.750006054977707,-21.750006054977707,-21.750006054977707,-21.750006054977707,-21.750006054977707,-6.282202279644501,-6.259500962748006,0.022701316896495426,-13.042202279644501,-13.016476935727752,0.025725343916749674,-19.492202279644502,-19.47845457629178,0.013747703352721288,-19.9822022796445,-19.971824514421442,0.010377765223058603,-20.698855730184853,-20.69129705061118,0.007558679573673855,-20.808855730184852,-20.803176180737996,0.00567954944685507,-20.838855730184854,-20.83479176726047,0.004063962924382683,-20.95119953576057,-20.94785291357958,0.003346622180989317,-20.90119953576057,-20.89870064580233,0.002498889958241204,-20.761199535760568,-20.75962465783553,0.0015748779250357372,-20.281199535760567,-20.280183178688976,0.0010163570715921817,-19.39119953576057,-19.390742714497236,0.00045682126333380127,-18.81119953576057,-18.810886905994973,0.0003126297655941515,-18.52119953576057,-18.520988253516325,0.00021128224424311057,-18.301199535760567,-18.30107279480669,0.0001267409538785227
16,99,34457189253.026276,97218334809.566,6657809.270741069,62567020962.50369,34463847062.29702,116662001771.47919,0.2953591463355994,0.00019321974354470403,0.29541621555410796,0,0,0,0.0,-inf,0,0,0,0.0,171.9914,2.2355067316405677,245.702,103.373,0.0,0.0,0.0413071,0.02,4.3564,577928985.6758065,0.8455362846291847,-20.92459668947633,-21.508903003059068,-22.234395810319057,0.0,0.0,13.8,-21.239849592962877,-21.239849592962877,-21.239849592962877,-19.945457774760555,-21.005457774760558,-21.004272147959064,-21.78427214795906,-21.78427214795906,-21.78427214795906,-21.78427214795906,-21.78427214795906,-21.78427214795906,-21.78427214795906,-21.78427214795906,-21.78427214795906,-6.275042284098806,-6.254235203840605,0.02080708025820025,-13.035042284098806,-13.011463506797641,0.023578777301163867,-19.485042284098807,-19.472441712584377,0.012600571514428758,-19.975042284098805,-19.96553045732323,0.009511826775576826,-20.703020836103192,-20.69609286565758,0.00692797044561456,-20.813020836103192,-20.8078151979585,0.005205638144691678,-20.843020836103193,-20.839295977183355,0.0037248589198380262,-20.97383127062468,-20.970763896311936,0.003067374312741642,-20.923831270624678,-20.92154089231074,0.00229037831393659,-20.783831270624678,-20.78238780320239,0.0014434674222862025,-20.303831270624677,-20.302899720122298,0.0009315505023795599,-19.413831270624677,-19.413412567307457,0.0004187033172206063,-18.833831270624678,-18.833544727220456,0.00028654340422092664,-18.54383127062468,-18.543637618131605,0.00019365249307531316,-18.32383127062468,-18.32371510515237,0.0001161654723104803
17,99,8527354591.083554,231247416592.85504,8177310304.103926,214512843224.0921,16704664895.18748,277496899911.426,0.030729549028495066,0.9589504243970757,0.060197663110901155,0,0,0,0.0,-inf,0,0,0,0.0,90.43229999999998,1.9563235765628118,129.189,63.0978,0.599846,7.034373832972961e-11,0.0165284,0.02,27.492,3591300.7759799175,76.57489679417763,-20.124005087361233,-20.581104723468183,-20.692869156489014,0.0,0.0,13.8,-19.72919021127649,-19.72919021127649,-19.72919021127649,-18.43315020864601,-19.493150208646007,-19.490004814704385,-20.270004814704382,-20.270004814704382,-20.270004814704382,-20.270004814704382,-20.270004814704382,-20.270004814704382,-20.270004814704382,-20.270004814704382,-20.270004814704382,-4.852537835982027,-4.832734266359385,0.019803569622642278,-11.612537835982026,-11.59009624628727,0.02244158969475544,-18.062537835982027,-18.05054498104157,0.01199285494045848,-18.552537835982026,-18.5434847578254,0.00905307815662465,-19.250176379688973,-19.24358254031503,0.006593839373944111,-19.360176379688973,-19.355221805757918,0.004954573931056727,-19.390176379688974,-19.386631168057253,0.003545211631721411,-19.482108278755927,-19.4791888417178,0.002919437038127611,-19.432108278755926,-19.429928363753948,0.002179915001979071,-19.292108278755926,-19.29073442873754,0.0013738500183847217,-18.812108278755925,-18.811221656269637,0.0008866224862861515,-17.92210827875593,-17.921709769200962,0.00039850955496467005,-17.342108278755926,-17.34183555513565,0.0002727236202764032,-17.052108278755927,-17.05192396598443,0.00018431277150016302,-16.832108278755925,-16.831997715861462,0.00011056289446190209
18,99,21380425155.00443,156417183348.09567,1850014762.3265424,133154561558.90169,23230439917.33097,187700620017.7148,0.11390705663618259,0.08652843659161366,0.12376325616366386,0,0,0,0.0,-inf,0,0,0,0.0,94.7156,1.9764215147578048,135.308,72.5644,0.257232,1.2031191996188661e-11,0.0431845,0.02,12.5994,42871308.24135459,51.66399838050002,-20.84099938085237,-21.109105391978982,-21.312251235026665,0.0,0.0,13.8,-20.72112896063674,-20.72112896063674,-20.72112896063674,-19.426964182308947,-20.486964182308945,-20.486049027258375,-21.266049027258376,-21.266049027258376,-21.266049027258376,-21.266049027258376,-21.266049027258376,-21.266049027258376,-21.266049027258376,-21.266049027258376,-21.266049027258376,-5.723497270377756,-5.688497717417795,0.03499955295996091,-12.483497270377756,-12.44383545071625,0.03966181966150546,-18.933497270377757,-18.91230187128416,0.021195399093595392,-19.423497270377755,-19.407497443355098,0.01599982702265844,-20.171302010046514,-20.15964848319376,0.011653526852753353,-20.281302010046513,-20.272545615315746,0.008756394730765957,-20.311302010046514,-20.305036431435028,0.006265578611486081,-20.456408867916682,-20.45124924300177,0.005159624914913979,-20.40640886791668,-20.40255622659929,0.003852641317388922,-20.26640886791668,-20.263980813914614,0.0024280540020685287,-19.78640886791668,-19.784841908461615,0.0015669594550663656,-18.896408867916684,-18.895704567806156,0.0007043001105260065,-18.31640886791668,-18.315926873762436,0.0004819941542449396,-18.026408867916683,-18.026083125400042,0.00032574251663910006,-17.80640886791668,-17.80621346618084,0.0001954017358416823
19,99,5643091231.178034,198139946855.62445,16468703867.729553,176011219368.17242,22111795098.907585,237767936226.74933,0.023733609000149012,2.9183834166529325,0.09299737992350866,0,0,0,0.0,-inf,0,0,0,0.0,85.0927,1.9298923040833629,121.561,71.6129,1.38977,2.4627813782657486e-10,0.0111343,0.02,19.645,4654393.876445693,20.281565596022308,-19.748529021496783,-19.884346427736713,-20.430978905429406,0.0,0.0,13.8,-19.268958510205856,-19.268958510205856,-19.268958510205856,-17.976585729501675,-19.036585729501674,-19.03780973271489,-19.817809732714892,-19.817809732714892,-19.817809732714892,-19.817809732714892,-19.817809732714892,-19.817809732714892,-19.817809732714892,-19.817809732714892,-19.817809732714892,-4.1893464801452325,-4.177915821516575,0.01143065862865729,-10.949346480145232,-10.936393151236699,0.01295332890853424,-17.399346480145233,-17.392424181114322,0.006922299030910583,-17.88934648014523,-17.884121025950922,0.005225454194309201,-18.65536353620406,-18.651557559384123,0.003805976819935454,-18.76536353620406,-18.762503746563326,0.0028597896407323393,-18.79536353620406,-18.79331723320411,0.0020463029999510576,-18.97730873875287,-18.97562363405677,0.0016851046961018805,-18.92730873875287,-18.926050487604115,0.0012582511487535997,-18.78730873875287,-18.78651574986923,0.0007929888836392009,-18.30730873875287,-18.306796978541637,0.000511760211231866,-17.417308738752872,-17.41707871826819,0.0002300204846832812,-16.83730873875287,-16.837151322152593,0.00015741660027729807,-16.54730873875287,-16.547202353065238,0.00010638568763437795,-16.32730873875287,-16.32724492163668,6.381711619027012e-05
20,99,18321228225.568348,155264245645.11368,3438603483.9090643,133444493652.19957,21759831709.477413,186317094774.1364,0.09833358687660047,0.18768411383633612,0.11678923898988361,0,0,0,0.0,-inf,0,0,0,0.0,108.7464,2.0364148887437934,155.352,85.6443,0.83169,4.539488236052471e-11,0.0216531,0.02,10.6462,51453565.03155978,89.50811098686488,-20.557549916737937,-21.08066991659872,-21.58045814053394,0.0,0.0,13.8,-20.54992867853074,-20.54992867853074,-20.54992867853074,-19.256492934237954,-20.316492934237957,-20.31644711335894,-21.096447113358938,-21.096447113358938,-21.096447113358938,-21.096447113358938,-21.096447113358938,-21.096447113358938,-21.096447113358938,-21.096447113358938,-21.096447113358938,-5.5368405854358045,-5.519422684728392,0.01741790070741258,-12.296840585435804,-12.277102457993728,0.019738127442076273,-18.746840585435805,-18.736292469084475,0.010548116351330662,-19.236840585435804,-19.228878100922493,0.007962484513309413,-19.988052898139344,-19.982253396247287,0.005799501892056477,-20.098052898139343,-20.09369518493798,0.004357713201362058,-20.128052898139345,-20.124934766137653,0.0031181320016915566,-20.281686683945143,-20.279118941592596,0.0025677423525458693,-20.231686683945142,-20.2297693759154,0.0019173080297432003,-20.09168668394514,-20.09047833698229,0.0012083469628496825,-19.61168668394514,-19.610906869864884,0.000779814080257263,-18.721686683945144,-18.721336181485658,0.0003505024594855679,-18.141686683945142,-18.1414468144151,0.00023986953004216424,-17.851686683945143,-17.851524574708563,0.0001621092365806284,-17.63168668394514,-17.63158944018786,9.724375727998686e-05
21,99,33260407440.212578,43577206967.81813,0.0,10316829052.258636,33260407440.212578,52292648361.38175,0.6360436597197756,0.0,0.6360436597197756,0,0,0,0.0,-inf,0,0,0,0.0,202.1719,2.3057207925853462,288.817,140.857,0.0,0.0,0.0,0.02,0.7686,17921606280.16918,22.1791879108456,-21.045836905492177,-21.451963382093666,-21.89298956750921,0.0,0.0,13.8,-21.20173817184122,-21.20173817184122,-21.20173817184122,-19.907488019230897,-20.9674880192309,-20.96647114357757,-21.746471143577573,-21.746471143577573,-21.746471143577573,-21.746471143577573,-21.746471143577573,-21.746471143577573,-21.746471143577573,-21.746471143577573,-21.746471143577573,-6.2224828621441794,-6.2224828621441794,0.0,-12.98248286214418,-12.98248286214418,0.0,-19.43248286214418,-19.43248286214418,0.0,-19.92248286214418,-19.92248286214418,0.0,-20.65426240013111,-20.65426240013111,0.0,-20.76426240013111,-20.76426240013111,0.0,-20.79426240013111,-20.79426240013111,0.0,-20.931825234489185,-20.931825234489185,0.0,-20.881825234489185,-20.881825234489185,0.0,-20.741825234489184,-20.741825234489184,0.0,-20.261825234489184,-20.261825234489184,0.0,-19.371825234489187,-19.371825234489187,0.0,-18.791825234489185,-18.791825234489185,0.0,-18.501825234489186,-18.501825234489186,0.0,-18.281825234489183,-18.281825234489183,0.0
22,99,20326985532.919987,140583259521.70065,0.0,120067611455.5654,20326985532.919987,168699911426.04077,0.12049197513557368,0.0,0.12049197513557368,0,0,0,0.0,-inf,0,0,0,0.0,194.27450000000002,2.288415799899508,277.535,107.425,0.0,0.0,0.0,0.02,6.5284,151813220.44928655,54.92754268209653,-20.877244670785068,-21.162689840710623,-21.187793287609253,0.0,0.0,13.8,-20.669295804233045,-20.669295804233045,-20.669295804233045,-19.374073435706975,-20.434073435706978,-20.43189943235189,-21.21189943235189,-21.21189943235189,-21.21189943235189,-21.21189943235189,-21.21189943235189,-21.21189943235189,-21.21189943235189,-21.21189943235189,-21.21189943235189,-5.718242053520878,-5.718242053520878,0.0,-12.478242053520878,-12.478242053520878,0.0,-18.92824205352088,-18.92824205352088,0.0,-19.418242053520878,-19.418242053520878,0.0,-20.163550263555727,-20.163550263555727,0.0,-20.273550263555727,-20.273550263555727,0.0,-20.303550263555728,-20.303550263555728,0.0,-20.425833777772162,-20.425833777772162,0.0,-20.37583377777216,-20.37583377777216,0.0,-20.23583377777216,-20.23583377777216,0.0,-19.75583377777216,-19.75583377777216,0.0,-18.86583377777216,-18.86583377777216,0.0,-18.28583377777216,-18.28583377777216,0.0,-17.995833777772162,-17.995833777772162,0.0,-17.775833777772164,-17.775833777772164,0.0
23,99,18246826099.793327,127525538824.91881,0.0,109124151166.2238,18246826099.793327,153030646589.90256,0.11923641771371375,0.0,0.11923641771371375,0,0,0,0.0,-inf,0,0,0,0.0,156.18679999999998,2.1936443270483172,223.124,88.8472,0.0,0.0,0.0,0.02,9.7132,61562010.975716665,75.7293615830832,-20.60748872380939,-20.626942555847812,-21.3118285664666,0.0,0.0,13.8,-20.550228396195713,-20.550228396195713,-20.550228396195713,-19.255657879251682,-20.31565787925168,-20.31425945644648,-21.094259456446476,-21.094259456446476,-21.094259456446476,-21.094259456446476,-21.094259456446476,-21.094259456446476,-21.094259456446476,-21.094259456446476,-21.094259456446476,-5.582002456835436,-5.582002456835436,0.0,-12.342002456835436,-12.342002456835436,0.0,-18.792002456835437,-18.792002456835437,0.0,-19.282002456835436,-19.282002456835436,0.0,-20.00607953643353,-20.00607953643353,0.0,-20.116079536433528,-20.116079536433528,0.0,-20.14607953643353,-20.14607953643353,0.0,-20.27891268090708,-20.27891268090708,0.0,-20.22891268090708,-20.22891268090708,0.0,-20.08891268090708,-20.08891268090708,0.0,-19.60891268090708,-19.60891268090708,0.0,-18.71891268090708,-18.71891268090708,0.0,-18.13891268090708,-18.13891268090708,0.0,-17.84891268090708,-17.84891268090708,0.0,-17.628912680907078,-17.628912680907078,0.0
24,99,16138322999.704754,133467227635.07529,280484.20431059937,117285651018.60052,16138603483.909065,160160673162.09033,0.10076333147883308,1.73800093303208e-05,0.10076508274647435,0,0,0,0.0,-inf,0,0,0,0.0,104.74869999999999,2.0201486417927015,149.641,80.0464,0.0,0.0,0.0333499,0.02,9.3439,58837223.02531615,61.00577492250914,-20.406404686976796,-20.710332091535694,-20.937726958743525,0.0,0.0,13.8,-20.425098382537236,-20.425098382537236,-20.425098382537236,-19.128073675330626,-20.188073675330628,-20.183760524200153,-20.96376052420015,-20.96376052420015,-20.96376052420015,-20.96376052420015,-20.96376052420015,-20.96376052420015,-20.96376052420015,-20.96376052420015,-20.96376052420015,-5.545350374171019,-5.52229034386061,0.023060030310408295,-12.305350374171018,-12.279218532869887,0.026131841301132015,-18.75535037417102,-18.741385437358865,0.013964936812154534,-19.245350374171018,-19.234808625351373,0.01054174881964565,-19.949862780147413,-19.942184662579596,0.007678117567817914,-20.059862780147412,-20.054093485661497,0.005769294485914142,-20.089862780147413,-20.08573460077157,0.004128179375845272,-20.181226143682427,-20.17782664006407,0.0033995036183567034,-20.131226143682426,-20.128687767673572,0.002538376008852289,-19.991226143682425,-19.989626380424106,0.0015997632583210851,-19.511226143682425,-19.51019372670926,0.0010324169731638657,-18.621226143682428,-18.62076210398698,0.0004640396954479204,-18.041226143682426,-18.04090857391749,0.00031756976493508714,-17.751226143682427,-17.75101152287525,0.00021462080717658163,-17.531226143682424,-17.53109740003943,0.00012874364299367958
25,99,23245792736.93534,68453351048.12518,0.0,45042515500.44287,23245792736.93534,82144021257.75021,0.2829882489438283,0.0,0.2829882489438283,0,0,0,0.0,-inf,0,0,0,0.0,195.26009999999997,2.2906135073934903,278.943,125.025,0.0,0.0,0.0,0.02,1.6777,2628850442.8676,82.00656292007419,-20.585446007907542,-21.324305261261944,-22.025871987584157,0.0,0.0,13.8,-20.80831019618084,-20.80831019618084,-20.80831019618084,-19.515006474422854,-20.575006474422857,-20.57511822030532,-21.35511822030532,-21.35511822030532,-21.35511822030532,-21.35511822030532,-21.35511822030532,-21.35511822030532,-21.35511822030532,-21.35511822030532,-21.35511822030532,-5.783315704141103,-5.783315704141103,0.0,-12.543315704141103,-12.543315704141103,0.0,-18.993315704141104,-18.993315704141104,0.0,-19.483315704141102,-19.483315704141102,0.0,-20.239437546204165,-20.239437546204165,0.0,-20.349437546204165,-20.349437546204165,0.0,-20.379437546204166,-20.379437546204166,0.0,-20.53543071907534,-20.53543071907534,0.0,-20.48543071907534,-20.48543071907534,0.0,-20.34543071907534,-20.34543071907534,0.0,-19.865430719075338,-19.865430719075338,0.0,-18.97543071907534,-18.97543071907534,0.0,-18.39543071907534,-18.39543071907534,0.0,-18.10543071907534,-18.10543071907534,0.0,-17.885430719075337,-17.885430719075337,0.0
26,99,15228373191.615002,96181871863.00562,0.0,80881163271.33156,15228373191.615002,115418246235.60674,0.1319407778951074,0.0,0.1319407778951074,0,0,0,0.0,-inf,0,0,0,0.0,113.66669999999999,2.0556332516319022,162.381,78.6455,0.0,0.0,0.0,0.02,7.3504,89718435.44137935,35.52309751563807,-20.21818337828706,-21.00414212185208,-21.185623990878685,0.0,0.0,13.8,-20.35106641247838,-20.35106641247838,-20.35106641247838,-19.05756023152775,-20.117560231527747,-20.117430362825843,-20.897430362825844,-20.897430362825844,-20.897430362825844,-20.897430362825844,-20.897430362825844,-20.897430362825844,-20.897430362825844,-20.897430362825844,-20.897430362825844,-5.342756170633081,-5.342756170633081,0.0,-12.10275617063308,-12.10275617063308,0.0,-18.55275617063308,-18.55275617063308,0.0,-19.04275617063308,-19.04275617063308,0.0,-19.796605078399253,-19.796605078399253,0.0,-19.906605078399252,-19.906605078399252,0.0,-19.936605078399253,-19.936605078399253,0.0,-20.079342151292156,-20.079342151292156,0.0,-20.029342151292155,-20.029342151292155,0.0,-19.889342151292155,-19.889342151292155,0.0,-19.409342151292154,-19.409342151292154,0.0,-18.519342151292157,-18.519342151292157,0.0,-17.939342151292156,-17.939342151292156,0.0,-17.649342151292156,-17.649342151292156,0.0,-17.429342151292154,-17.429342151292154,0.0
27,99,15099940950.693829,91188662533.21524,0.0,76046501328.60939,15099940950.693829,109426395039.85829,0.13799176099325683,0.0,0.13799176099325683,0,0,0,0.0,-inf,0,0,0,0.0,97.11030000000001,1.987265295777506,138.729,70.1986,0.0,0.0,0.0,0.02,8.1301,72716606.1868028,65.94073238486644,-20.293591307073292,-20.732055447925372,-20.994960282014205,0.0,0.0,13.8,-20.34460479227063,-20.34460479227063,-20.34460479227063,-19.050362317974233,-20.110362317974236,-20.10935459005787,-20.88935459005787,-20.88935459005787,-20.88935459005787,-20.88935459005787,-20.88935459005787,-20.88935459005787,-20.88935459005787,-20.88935459005787,-20.88935459005787,-5.338580857075765,-5.338580857075765,0.0,-12.098580857075765,-12.098580857075765,0.0,-18.548580857075766,-18.548580857075766,0.0,-19.038580857075765,-19.038580857075765,0.0,-19.80006343928494,-19.80006343928494,0.0,-19.91006343928494,-19.91006343928494,0.0,-19.94006343928494,-19.94006343928494,0.0,-20.08185410572351,-20.08185410572351,0.0,-20.03185410572351,-20.03185410572351,0.0,-19.89185410572351,-19.89185410572351,0.0,-19.41185410572351,-19.41185410572351,0.0,-18.521854105723513,-18.521854105723513,0.0,-17.94185410572351,-17.94185410572351,0.0,-17.651854105723512,-17.651854105723512,0.0,-17.43185410572351,-17.43185410572351,0.0
28,99,8145999409.506938,137852819604.36966,532462356.0673161,129133008562.1494,8678461765.574255,165423383525.2436,0.04924333692076767,0.06536489008897989,0.05246212222620826,0,0,0,0.0,-inf,0,0,0,0.0,97.125,1.9873310318089707,138.75,63.7667,0.0520893,6.394464003914391e-12,0.0358232,0.02,17.1753,8789938.538457047,80.72349158353259,-20.224829889041093,-20.64080148646138,-20.65282483281436,0.0,0.0,13.8,-19.672110495333925,-19.672110495333925,-19.672110495333925,-18.378245145271116,-19.438245145271118,-19.437686887580504,-20.217686887580502,-20.217686887580502,-20.217686887580502,-20.217686887580502,-20.217686887580502,-20.217686887580502,-20.217686887580502,-20.217686887580502,-20.217686887580502,-4.662571761295396,-4.636986554903432,0.025585206391964172,-11.422571761295396,-11.393578366920293,0.028993394375103846,-17.872571761295397,-17.85707760167027,0.015494159625126083,-18.362571761295396,-18.350875644002734,0.0116961172926621,-19.11711521042082,-19.10859630476328,0.008518905657540267,-19.22711521042082,-19.22071415247895,0.00640105794186706,-19.25711521042082,-19.25253497700689,0.004580233413933489,-19.395973554260035,-19.392201789846236,0.003771764413797306,-19.345973554260034,-19.343157214766432,0.002816339493603475,-19.205973554260034,-19.204198609795892,0.0017749444641428727,-18.725973554260033,-18.724828083027543,0.0011454712324919206,-17.835973554260036,-17.835458700150035,0.0005148541100026432,-17.255973554260034,-17.25562120919065,0.00035234506938373097,-16.965973554260035,-16.965735431518056,0.00023812274197854518,-16.745973554260033,-16.74583071261441,0.0001428416456226385
29,99,5755624446.412755,122172423974.01831,4564393268.379097,111818423383.52524,10320017714.791851,146606908768.82196,0.0392588896031397,0.7930318092981026,0.07039243785615204,0,0,0,0.0,-inf,0,0,0,0.0,92.35379999999999,1.9654547696742424,131.934,62.4798,0.445549,7.741106184884811e-11,0.0285271,0.02,15.4835,7641951.884794836,76.52960362285096,-20.150400298799436,-20.29824477384209,-20.446135485517775,0.0,0.0,13.8,-19.302155784385782,-19.302155784385782,-19.302155784385782,-18.006774283611602,-19.0667742836116,-19.064411097636096,-19.844411097636094,-19.844411097636094,-19.844411097636094,-19.844411097636094,-19.844411097636094,-19.844411097636094,-19.844411097636094,-19.844411097636094,-19.844411097636094,-4.330857722345861,-4.312802282895747,0.01805543945011373,-11.090857722345861,-11.070397130057758,0.020460592288103385,-17.540857722345862,-17.52992351854637,0.010934203799494314,-18.03085772234586,-18.022603790978497,0.008253931367362972,-18.796818777256966,-18.790806999086232,0.0060117781707346015,-18.906818777256966,-18.90230156085013,0.004517216406835393,-18.936818777256967,-18.933586513822945,0.0032322634340224716,-19.060391348867956,-19.057729620721226,0.0026617281467309233,-19.010391348867955,-19.008403862567526,0.001987486300430729,-18.870391348867955,-18.869138773383174,0.0012525754847813807,-18.390391348867954,-18.38958299164139,0.0008083572265651467,-17.500391348867957,-17.500028017141553,0.00036333172640399695,-16.920391348867955,-16.920142699512997,0.0002486493549570184,-16.630391348867956,-16.630223306027744,0.00016804284021093693,-16.410391348867954,-16.41029054574587,0.00010080312208480715
30,99,10149601417.183348,105774284027.16267,0.0,95588426335.99055,10149601417.183348,126929140832.5952,0.07996273630000768,0.0,0.07996273630000768,0,0,0,0.0,-inf,0,0,0,0.0,93.8826,1.9725851085151485,134.118,65.0499,0.0,0.0,0.0,0.02,11.3326,25155907.828102715,18.785936189739594,-19.83057955976148,-20.528868748132584,-20.775848734788187,0.0,0.0,13.8,-19.91774487025966,-19.91774487025966,-19.91774487025966,-18.621972429826666,-19.681972429826665,-19.679144737116452,-20.45914473711645,-20.45914473711645,-20.45914473711645,-20.45914473711645,-20.45914473711645,-20.45914473711645,-20.45914473711645,-20.45914473711645,-20.45914473711645,-4.980370965448579,-4.980370965448579,0.0,-11.740370965448578,-11.740370965448578,0.0,-18.19037096544858,-18.19037096544858,0.0,-18.680370965448578,-18.680370965448578,0.0,-19.410379384180256,-19.410379384180256,0.0,-19.520379384180256,-19.520379384180256,0.0,-19.550379384180257,-19.550379384180257,0.0,-19.664176074690737,-19.664176074690737,0.0,-19.614176074690736,-19.614176074690736,0.0,-19.474176074690735,-19.474176074690735,0.0,-18.994176074690735,-18.994176074690735,0.0,-18.104176074690734,-18.104176074690734,0.0,-17.524176074690736,-17.524176074690736,0.0,-17.234176074690737,-17.234176074690737,0.0,-17.014176074690738,-17.014176074690738,0.0
